# performed: 20748928 steps
# collection matrix updated: 207 times
# minimum microstate: 140
# maximum microstate: 210
# column 1: N
# column 2: CM[-1]
# column 3: CM[ 0]0
# column 4: CM[+1]
# column 5: bias
# column 6: lnpi
# column 7: forward lnpi
# column 8: reverse lnpi
# column 9: histogram
N CM[-1] CM[0] CM[1] bias lnpi Forward_lnpi Reverse_lnpi histogram
140 47400.500092206305 207336.19922965043 40254.30067813913 2.294513686172077 -2.294513686172077 0 0 294991
141 47177.37415496105 205243.0422471286 40435.58359791005 2.4609041030627075 -2.4609041030627075 -1.9916323858962297 -0.16639041689063028 292856
142 46348.256009515804 205658.12648777748 40021.617502705376 2.5998422446037153 -2.5998422446037153 -2.146132000586375 -0.3053285584316381 292028
143 46476.01300025924 206779.4127740788 39908.57422566427 2.7454614427828115 -2.7454614427828115 -2.292640300715828 -0.4509477566107343 293164
144 46071.90716758007 206188.09945212078 39760.99338029983 2.8929301601275124 -2.8929301601275124 -2.445025179044146 -0.5984164739554352 292021
145 45880.821846142164 203988.11516360266 39384.06299026014 3.0454740959500195 -3.0454740959500195 -2.5923426147532123 -0.7509604097779423 289253
146 44767.096794819 203145.87986383258 39220.023341348104 3.1807443588957347 -3.1807443588957347 -2.744754712032236 -0.8862306727236575 287133
147 44847.57768115081 203893.60959624493 39465.81272260336 3.311051699358758 -3.311051699358758 -2.8769142996587824 -1.0165380131866808 288207
148 44472.17716371156 203726.61570240068 39384.20713388322 3.432560610204676 -3.432560610204676 -3.004537192220095 -1.138046924032599 287583
149 44998.63517132534 206832.98416365148 39540.38066502572 3.5524015525153447 -3.5524015525153447 -3.125845858525441 -1.2578878663432675 291372
150 44669.82841489585 206870.0655591582 39374.10602594571 3.676004985007608 -3.676004985007608 -3.2551084659549687 -1.381491298835531 290914
151 44178.470797644215 207673.06456040026 39178.46464195492 3.7903170294178614 -3.7903170294178614 -3.381017515117314 -1.4958033432457842 291030
152 44384.9202992729 208264.62516495713 39413.45453576911 3.9113451788920766 -3.9113451788920766 -3.50097404777188 -1.6168314927199994 292063
153 43922.59039389132 208441.16964889894 39516.23995720686 4.020627372503684 -4.020627372503684 -3.619975487361275 -1.7261136863316064 291880
154 43437.170382263525 206771.56343311621 39138.26618462248 4.123802187409462 -4.123802187409462 -3.725350565293869 -1.829288501237384 289347
155 43477.6845407433 208033.95721308296 39053.358246173426 4.22443504113326 -4.22443504113326 -3.8296269059115087 -1.9299213549611824 290565
156 43231.011245724505 209242.71131687163 39060.277437405224 4.322460102124571 -4.322460102124571 -3.936703813445293 -2.027946415952494 291534
157 43087.4976243133 207045.4435849755 38481.05879071088 4.430580339101663 -4.430580339101663 -4.038138733380519 -2.1360666529295855 288614
158 42151.35466373001 204750.15543940067 38258.48989687019 4.533779754848126 -4.533779754848126 -4.1510869238452806 -2.2392660686760486 285160
159 41480.03039840317 203435.4201356448 37879.549465953285 4.622748588676773 -4.622748588676773 -4.247867757834989 -2.328234902504695 282795
160 41014.990175662526 203306.2019676822 37802.807856655396 4.7049214225709015 -4.7049214225709015 -4.338607742323962 -2.410407736398824 282124
161 40591.15548529758 202809.63865197013 37112.20586273175 4.781625959521541 -4.781625959521541 -4.420344258963896 -2.4871122733494637 280513
162 40682.056896076894 203940.64630946837 37633.29679445325 4.867196344496389 -4.867196344496389 -4.509656467431505 -2.572682658324311 282256
163 40357.565498081196 206105.64502007706 37729.78948184354 4.930774947829622 -4.930774947829622 -4.587776582941922 -2.6362612616575447 284193
164 40219.19432798423 203475.85877562713 37120.94689638936 5.0067736109753 -5.0067736109753 -4.655701336642432 -2.712259924803222 280816
165 39978.5738471586 204114.36542745383 37260.060725388845 5.07872043703766 -5.07872043703766 -4.735723316034827 -2.7842067508655823 281353
166 39583.004596444574 203329.3453499659 37194.65005359176 5.143499441097324 -5.143499441097324 -4.805767663548048 -2.8489857549252466 280107
167 39028.62137328632 202297.33803966775 36689.04058704441 5.199393774771577 -5.199393774771577 -4.868139468474563 -2.9048800885994996 278015
168 38844.33813131101 200871.18601496454 36720.47585372441 5.262041087240892 -5.262041087240892 -4.9301211211030385 -2.967527401068814 276436
169 38715.33214583108 203334.86094294267 36661.80691122352 5.307140572399357 -5.307140572399357 -4.986738751775292 -3.012626886227279 278712
170 38709.333639225435 204434.2873932187 36841.37896755505 5.357055168754588 -5.357055168754588 -5.041438328598325 -3.0625414825825104 279985
171 38647.53402473504 205857.5980510156 37095.86792425052 5.399445195626026 -5.399445195626026 -5.090864052624008 -3.104931509453948 281601
172 38901.19435637323 207694.3454650982 36989.46017852669 5.4396955374865055 -5.4396955374865055 -5.131862676225227 -3.145181851314428 283585
173 38742.70174066862 208972.4938436259 37309.804415703344 5.480849779545029 -5.480849779545029 -5.181929850648277 -3.186336093372951 285025
174 38808.92816558073 210294.2067475473 37281.86508687197 5.515552425124859 -5.515552425124859 -5.219908306566175 -3.2210387389527817 286385
175 38604.61035674658 209713.0084102989 37378.381232956555 5.552775419228608 -5.552775419228608 -5.259764563013988 -3.25826173305653 285696
176 38705.60658388 211751.83830048935 37467.55511563167 5.5800263254878 -5.5800263254878 -5.2920862878114985 -3.285512639315723 287925
177 38360.73089609133 212765.70318446678 37557.5659194413 5.601016175749679 -5.601016175749679 -5.324867459379318 -3.3065024895776016 288684
178 38417.784245121795 213217.39973181082 37402.81602306952 5.622243892842034 -5.622243892842034 -5.345781007348924 -3.3277302066699566 289038
179 39164.01052046158 216961.95880621424 38129.03067332698 5.65013685452829 -5.65013685452829 -5.372206569549569 -3.355623168356212 294255
180 39077.12910398042 219764.42522338033 38501.44567263619 5.664507406698938 -5.664507406698938 -5.399181930388506 -3.3699937205268604 297343
181 39146.42869962174 220563.0320781308 38424.539222246254 5.678488635173132 -5.678488635173132 -5.414268755860597 -3.383974949001054 298134
182 39225.63934238546 223298.77560529186 38674.585052324146 5.689379019281697 -5.689379019281697 -5.433213778486879 -3.3948653331096192 301199
183 39003.55882205453 223632.64875470859 38784.79242323778 5.6972929313079135 -5.6972929313079135 -5.447704781350339 -3.402779245135836 301421
184 39494.04142185319 225007.54412058374 38924.41445756614 5.708861168574174 -5.708861168574174 -5.4531986371159835 -3.4143474824020963 303426
185 38621.71294256643 225635.4189594146 38806.868098020284 5.702271396240841 -5.702271396240841 -5.467725566007857 -3.407757710068763 303064
186 38741.14451722446 227605.8062079434 38848.04927483556 5.693663008217948 -5.693663008217948 -5.4628915473918305 -3.3991493220458704 305195
187 38677.838860025535 228215.26153657446 39039.89960340301 5.686797750578098 -5.686797750578098 -5.460550183524321 -3.39228406440602 305932
188 38638.90090076038 231278.28439641572 39377.81470282977 5.665435367099862 -5.665435367099862 -5.451069887726293 -3.3709216809277844 309295
189 38717.90374682907 230818.8803982464 39338.215854925525 5.650026872826082 -5.650026872826082 -5.4322920977386 -3.3555131866540044 308875
190 37882.926634643685 227662.6012029885 38580.47216236944 5.627261149989826 -5.627261149989826 -5.415785230519823 -3.332747463817748 304126
191 37187.17554554864 226020.58135703404 38100.24309741586 5.599535322366467 -5.599535322366467 -5.397313390809353 -3.3050216361943896 301308
192 37131.72311133395 226993.50529479937 38717.771593868754 5.568989404093848 -5.568989404093848 -5.373088608538813 -3.2744757179217707 302843
193 36929.56145967344 227639.571876939 37913.86666338689 5.522927195433962 -5.522927195433962 -5.3312387665322305 -3.228413509261884 302483
194 36343.595483591664 225193.36518395427 37971.03933245775 5.490372183866457 -5.490372183866457 -5.305066489689883 -3.1958584976943794 299508
195 36278.54377408993 224895.30341149116 37513.152814420595 5.447342467617421 -5.447342467617421 -5.261025436406809 -3.1528287814453435 298687
196 36057.58100778231 225173.13959894542 37151.279393272336 5.409072265849391 -5.409072265849391 -5.2276396593074725 -3.114558579677313 298382
197 35519.04758822584 224664.36150710634 37045.59090467216 5.368237186019996 -5.368237186019996 -5.198210727048881 -3.073723499847919 297229
198 34915.66220503584 221849.80045005755 36735.537344903314 5.32181229822028 -5.32181229822028 -5.155926092532953 -3.0272986120482024 293501
199 34566.18161178123 222027.4470983893 36622.3712898317 5.261688758013424 -5.261688758013424 -5.105421746288746 -2.9671750718413463 293216
200 34812.97277063606 223529.996904235 36728.030325129155 5.204285832402503 -5.204285832402503 -5.047167687839773 -2.9097721462304253 295072
