# performed: 29063832 steps
# collection matrix updated: 290 times
# minimum microstate: 210
# maximum microstate: 280
# column 1: N
# column 2: CM[-1]
# column 3: CM[ 0]0
# column 4: CM[+1]
# column 5: bias
# column 6: lnpi
# column 7: forward lnpi
# column 8: reverse lnpi
# column 9: histogram
N CM[-1] CM[0] CM[1] bias lnpi Forward_lnpi Reverse_lnpi histogram
210 74059.8207106868 348260.8936916609 52919.28559764723 1.269289658463958 -1.269289658463958 0 0 475239
211 73199.60585857525 345477.50210762664 52323.8920338001 1.6026586350123735 -1.6026586350123735 -2.1947890117706486 -0.3333689765484156 471001
212 71673.21899214566 339543.19515852584 50885.58584933348 1.9365294658480148 -1.9365294658480148 -2.5308121038791036 -0.6672398073840569 462102
213 69780.4952522421 335355.2301908791 50196.27455687616 2.2671690367411674 -2.2671690367411674 -2.873349679435373 -0.9978793782772097 455332
214 69096.16431764369 333952.31117427925 49653.52450807409 2.592752517978873 -2.592752517978873 -3.2031949966980715 -1.3234628595149154 452702
215 67536.7149441375 328864.9928713599 48809.29218450984 2.916990094919086 -2.916990094919086 -3.5334328329660405 -1.6477004364551284 445211
216 67302.01838528697 328197.82416424394 48251.157450464896 3.2413075812844987 -3.2413075812844987 -3.858367984675354 -1.972017922820541 443751
217 66530.68767584198 326951.2440764514 47873.0682477014 3.5679461213224606 -3.5679461213224606 -4.190822555537496 -2.298656462858503 441355
218 66522.90537146167 328662.32462353545 47855.770005002036 3.893699118465321 -3.893699118465321 -4.5202866587953245 -2.624409460001363 443041
219 65772.23734622756 326752.3501979784 47352.412455795784 4.218905714064835 -4.218905714064835 -4.849818962949358 -2.9496160556008775 439877
220 65420.67462461404 327226.3277129693 46853.99766241873 4.543093299220997 -4.543093299220997 -5.178464849555821 -3.2738036407570394 439501
221 64724.77207723675 325018.79183422547 46695.43608854125 4.873475959194419 -4.873475959194419 -5.512600711137287 -3.6041863007304613 436439
222 64373.72425141661 324080.2209382547 46201.05481033383 5.197923477554907 -5.197923477554907 -5.838851049926266 -3.9286338190909493 434655
223 63316.88627671668 322886.1120516099 45712.00167168002 5.519408553602634 -5.519408553602634 -6.1699765549281 -4.250118895138677 431915
224 62901.48381868121 322626.88132094394 45446.63486037653 5.840918674884513 -5.840918674884513 -6.496075981391572 -4.571629016420555 430975
225 62932.54361267511 325539.64462479256 45683.81176252821 6.158692533873358 -6.158692533873358 -6.8208802635178305 -4.8894028754094006 434156
226 61434.43383285062 321123.8657876113 44501.700379536516 6.471866192515423 -6.471866192515423 -7.141325243766289 -5.202576534051465 427060
227 61233.81584038914 320909.2371455925 44352.94701402192 6.7917679878313475 -6.7917679878313475 -7.463542049917118 -5.52247832936739 426496
228 61013.605404742215 319845.6727502393 43888.72184501568 7.1144093914085875 -7.1144093914085875 -7.78550269061887 -5.84511973294463 424748
229 60253.737043933186 315906.10448291735 43234.158473151656 7.444004530842969 -7.444004530842969 -8.115185971833489 -6.1747148723790115 419394
230 59374.26908931064 314953.14104288584 42791.589867799354 7.766607042108042 -7.766607042108042 -8.446952219591015 -6.497317383644084 417119
231 59469.141731146636 318605.18624743493 43054.67202141688 8.086225224383288 -8.086225224383288 -8.774422164744893 -6.81693556591933 421129
232 59190.74463475166 319551.0661287832 43121.18923646464 8.403147094226043 -8.403147094226043 -9.097532478151638 -7.133857435762085 421863
233 57883.08353015439 316114.7311621503 42267.185307691 8.711295001823485 -8.711295001823485 -9.414473472250927 -7.4420053433595275 416265
234 57674.619774351195 318122.20687454386 41865.17335110824 9.018897300566891 -9.018897300566891 -9.729394233226191 -7.749607642102934 417662
235 57430.82413730533 316950.3161765866 41489.859686104566 9.339192453049526 -9.339192453049526 -10.049933530100022 -8.069902794585568 415871
236 56955.45221916926 316828.0698422169 41430.47793861702 9.657014114325994 -9.657014114325994 -10.374500430873509 -8.387724455862037 415214
