# performed: 29167382 steps
# collection matrix updated: 291 times
# minimum microstate: 210
# maximum microstate: 280
# column 1: N
# column 2: CM[-1]
# column 3: CM[ 0]0
# column 4: CM[+1]
# column 5: bias
# column 6: lnpi
# column 7: forward lnpi
# column 8: reverse lnpi
# column 9: histogram
N CM[-1] CM[0] CM[1] bias lnpi Forward_lnpi Reverse_lnpi histogram
210 48310.047743277275 335280.7257655374 52645.22649118535 15.02633187323025 -15.02633187323025 0 0 436236
211 48246.05981932675 335980.3051678622 52715.63501280874 14.937457339771159 -14.937457339771159 -2.1147490268543887 0.0888745334590908 436942
212 47595.08824647921 335464.49189351004 52847.41986001425 14.837340117544958 -14.837340117544958 -2.02584262195524 0.1889917556852918 435907
213 47202.51698625206 334147.42900175473 51991.05401199585 14.730301602815404 -14.730301602815404 -1.921116928299103 0.2960302704148461 433341
214 46335.86163425259 331634.3573279622 51689.78103778785 14.623490730036977 -14.623490730036977 -1.8244647330339046 0.4028411431932728 429660
215 46254.16555961949 329587.30067009514 51076.53377028914 14.518759551793073 -14.518759551793073 -1.7148185179323132 0.507572321437177 426918
216 45391.02032756922 328810.1199406602 50747.8597317735 14.40533166810536 -14.40533166810536 -1.6155923177947429 0.62100020512489 424949
217 45111.91999280694 328074.82776643557 50394.25224076407 14.290791437916596 -14.290791437916596 -1.5040477857981074 0.7355404353136539 423581
218 44609.98560669871 326726.4499858388 49827.56440746066 14.174820198021344 -14.174820198021344 -1.393529604137795 0.851511675208906 421164
219 44250.793511142896 327569.49952565646 49823.70696320166 14.055081581045958 -14.055081581045958 -1.2830249466586103 0.9712502921842923 421644
220 44139.26915625751 327868.85870700516 49507.87213674413 13.934331640458952 -13.934331640458952 -1.1644310365699884 1.0920002327712979 421516
221 42784.044946113405 323062.67804728955 48576.277006602475 13.805496122771777 -13.805496122771777 -1.0499078093086283 1.2208357504584733 414423
222 42051.7482337115 320159.2612507516 48497.99051553866 13.670152831330208 -13.670152831330208 -0.9230933227965057 1.3561790419000417 410709
223 41591.62429833116 318335.1757943866 47341.19990727766 13.525157809167649 -13.525157809167649 -0.7803446055677359 1.5011740640626012 407268
224 41766.35021965685 321476.82323072775 48008.82654961574 13.390133803639998 -13.390133803639998 -0.6509775498946553 1.636198069590252 411252
225 41326.743539210605 323077.39170476556 47936.86475602678 13.237827675784107 -13.237827675784107 -0.5118880040984575 1.7885041974461426 412341
226 41444.74641982591 323662.55132392125 47540.70225625265 13.091559849680928 -13.091559849680928 -0.36348302263430377 1.9347720235493213 412648
227 41104.08117602467 325356.4831849247 47192.43563905023 12.943582753161495 -12.943582753161495 -0.2263390771036562 2.0827491200687547 413653
228 40125.4759738579 320915.8874483088 46806.63657783258 12.795264263581688 -12.795264263581688 -0.08790911053660899 2.231067609648562 407848
229 40105.195982344674 320987.3537264622 46458.45029119027 12.641490078775174 -12.641490078775174 0.06613670167016572 2.3848417944550757 407551
230 39509.54291265886 320385.8996075902 46185.5574797558 12.48288059261565 -12.48288059261565 0.21328400907302125 2.5434512806145992 406081
231 39276.58533071197 321465.68247022043 45790.73219906634 12.319778836355113 -12.319778836355113 0.36945421372070086 2.706553036875137 406533
232 38731.11517546005 320690.78930387035 45726.0955206661 12.155847149777381 -12.155847149777381 0.5229140306880087 2.8704847234528685 405148
233 38905.026649654974 324257.49366096605 45824.47968938352 11.984835864454743 -11.984835864454743 0.6889780255041877 3.041496008775507 408987
234 38297.65784062683 322538.4168317028 45322.925327669436 11.812750234312576 -11.812750234312576 0.8523850330741087 3.213581638917674 406159
235 37995.280307839814 320470.65325614944 45139.066436012756 11.643221265860893 -11.643221265860893 1.0203836078771449 3.383110607369357 403605
236 38085.66934881404 322460.3022879345 44791.028363258854 11.469631667334555 -11.469631667334555 1.1921935164034956 3.5567002058956945 405337
237 38278.85988621022 327127.8770763252 45345.26303747123 11.299011476689024 -11.299011476689024 1.3543730580207622 3.7273203965412254 410752
238 37461.23292457606 327710.9700773702 44815.796998057376 11.109946060051978 -11.109946060051978 1.523802497239167 3.9163858131782714 409988
239 37626.56602675476 330906.51085093565 44991.92312231485 10.926117377633128 -10.926117377633128 1.7030071912057814 4.100214495597122 413525
240 37622.55730352259 331375.0488458377 44699.39385063572 10.747275751955332 -10.747275751955332 1.8818795483861273 4.279056121274918 413697
241 36513.59657361759 326371.9658247324 43865.437601643505 10.562204597766673 -10.562204597766673 2.053414206612686 4.464127275463577 406751
242 36291.48888306356 325570.733276002 43546.77784093135 10.376186934774905 -10.376186934774905 2.2367611461938672 4.650144938455345 405409
243 35550.364837836685 325581.7804237083 43070.85473846389 10.176496300939696 -10.176496300939696 2.418687746267146 4.849835572290553 404203
244 34789.74927922195 321778.54301320156 42513.707707577436 9.97563684629025 -9.97563684629025 2.610643714567809 5.05069502694 399082
245 34764.38866488557 323002.8827660906 42087.72856902196 9.772014919011193 -9.772014919011193 2.8113350568595106 5.254316954219057 399855
246 34699.64074488583 322776.38793700625 41812.97131811101 9.580582698477361 -9.580582698477361 3.002804005078925 5.445749174752889 399289
247 34176.84109927781 322727.4039258764 42088.75497484775 9.379561627381001 -9.379561627381001 3.189472363897476 5.646770245849249 398993
248 33872.862064437824 322900.42870532296 41664.70923023505 9.164084152688881 -9.164084152688881 3.3973499486509677 5.862247720541369 398438
249 33590.501241746795 323217.82227334 41545.67648491297 8.949340525949744 -8.949340525949744 3.604067019849575 6.076991347280506 398354
250 33194.02969786207 325257.19734713424 41253.772955008026 8.722168736263294 -8.722168736263294 3.8163577634935457 6.304163136966956 399705
251 33679.08211948182 328697.58296666923 40999.334913849365 8.509577531844247 -8.509577531844247 4.033421034811088 6.516754341386003 403376
252 33294.72683448038 331225.95632076677 41166.31684475443 8.29524975249224 -8.29524975249224 4.230806581477163 6.7310821207380105 405687
253 33721.37359559117 335779.3855845903 41247.240819822095 8.083587773554303 -8.083587773554303 4.442922242268677 6.942744099675947 410748
254 32966.85661396696 334850.0547164782 40814.0886695619 7.864786025720724 -7.864786025720724 4.644139765242603 7.161545847509526 408631
255 32326.563440495156 333292.1147699065 40307.32178960719 7.638921564665621 -7.638921564665621 4.8574266346873145 7.387410308564629 405926
256 31982.785768466845 330998.8700007732 39936.34423076192 7.414896454472068 -7.414896454472068 5.07814684339249 7.611435418758182 402918
257 32275.509507806477 335422.68219608616 40377.80829611431 7.189499353863264 -7.189499353863264 5.299533798158873 7.836832519366986 408076
258 31792.675587192818 337998.049864971 39866.27454784889 6.946624349110623 -6.946624349110623 5.523931477940639 8.079707524119627 409657
259 31636.70865900746 339671.65684512095 39591.63449587393 6.712415029296128 -6.712415029296128 5.749662771078716 8.313916843934122 410900
260 31363.029835555364 343607.2860490534 39565.68411539915 6.4702211857772784 -6.4702211857772784 5.974091012645669 8.556110687452971 414536
261 30930.679974345177 339037.72021849157 38891.599807164894 6.238321162435323 -6.238321162435323 6.206832133406545 8.788010710794927 408860
262 30758.820945565716 341534.8055339437 38657.373520495734 5.999358428070169 -5.999358428070169 6.434999164624747 9.026973445160081 410951
263 30817.181314685695 345064.6729117979 38473.14577352008 5.764239150466102 -5.764239150466102 6.66314686419252 9.262092722764148 414355
264 30365.232430789856 343601.9043573783 38269.86321183417 5.532444130864468 -5.532444130864468 6.885578631260239 9.493887742365782 412237
265 29987.424987458904 342482.6366521641 37653.938360379965 5.2938890166256485 -5.2938890166256485 7.116969614001533 9.732442856604601 410125
266 29199.461752229894 340842.6543788674 37293.88386890676 5.046199157626415 -5.046199157626415 7.344458779626896 9.980132715603835 407336
267 28712.162157891722 335402.0655108626 36101.77233124987 4.801441499943687 -4.801441499943687 7.589983348572682 10.224890373286563 400216
